Burghardt_ID,street_address,Side,space_type,SPP,common,MULTI_STEM,DBH_2018,Ht_2018,Notes_2018,Condition,area_id,grade,grade_group,mean_temp_C,Status,HOLC_neigh,SPACELENGTH,SPACEWIDTH,survey_date,Observer(s),Site Type,Land Use,Groundcover,Mortality Status,Basal Sprouts,Root Girdling,Tree Height (ft),Trunk Diameter (in),Height of Diameter (in),Fine Twig Dieback,Leaf Discoloration,Leaf Defoliation,Crown Light Exposure,Crown Vigor,Exit Holes,Exudation/Growths,Galleries,Bark Fissures/cankers,Scale,Aphids,Twig/branch Galls,Leaf Galls,SLF,Natural Enemies,Ants,Pruning,Watering,Fencing,Vehicle Damage,survey_notes,dog_poop,trash,spider_mite,foreign_embedded,Species ID Notes,Overhead Conflicts,Flatids,Whitefly,caterpillars_combined,Phi2,PhiNPQ,PhiNO,Ambient Humidity,Ambient Temperature,Leaf Temperature,Leaf Temperature Differential,leaf_thickness,SPAD,photosynq_date,Time of Day,temp_C,lat,long,buffer_temp_C
150263,"3701 ELKADER ROAD, Baltimore, MD",NA,Tree Lawn,Nyssa sylvatica,blackgum,1,1,5,NA,Good,2875,A,AB,35.31484585,focal,A2,>20,4,7/18/2024,MS ALP SM KM,Sidewalk Planting Strip,Single-family Residential-attached,Herbaceous,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not black gum anymore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.34459686279297,39.33310307,-76.60271357,35.3548588752747
152037,"3621 REXMERE ROAD, Baltimore, MD",NA,Tree Lawn,Nyssa sylvatica,blackgum,1,1.6,8,NA,Good,2875,A,AB,35.31484585,back-up,A2,>20,4,7/18/2024,MS ALP SM KM,Sidewalk Planting Strip,Single-family Residential-attached,Bare ground,Alive,Absent,0 (none),17.5,5.95,54,(1) 0-1%,1 (0-1%),2 (2-25%),5 (all sides in sun),1 (healthy),None,None,None,None,None,None,None,None,None,Trace,Trace,Healed,NA,NA,Car (off ground),"silicone on trunk, not flatid leafhopper",Absent,Absent,None,Absent,ok,None,None,None,None,0.594,0.146,0.26,47.84277,32.77,30.47,-2.3,0.02,35.516,7/18/2024 12:54,12.90944444,35.411712646484375,39.33266396,-76.60191361,35.4024974278041
152028,"3710 REXMERE ROAD, Baltimore, MD",NA,Well/Pit,Nyssa sylvatica,blackgum,1,2.7,8,NA,Good,2875,A,AB,35.31484585,focal,A2,7,3,7/18/2024,MS ALP SM KM,Sidewalk Cutout,Single-family Residential-attached,Bare ground,Alive,Absent,2 (>40%),13.73,4,54,(10) 6-10%,1 (0-1%),1 (0-1%),3,2 (slightly unhealthy),None,None,Trace,Moderate,Moderate,None,None,Substantive,None,Trace,None,Healed,NA,NA,Car (off ground),NA,Absent,Absent,None,Absent,ok,None,None,None,None,0.672,0.116,0.212,49.0166,32.17,29.87,-2.3,3.92,25.489,7/18/2024 11:38,11.63388889,35.32247543334961,39.33341799,-76.60202406,35.3180171421596
152057,"3621 KIMBLE ROAD, Baltimore, MD",NA,Tree Lawn,Nyssa sylvatica,blackgum,1,3.8,15,NA,Good,2875,A,AB,35.31484585,focal,A2,6,4,7/18/2024,MS ALP SM KM,Sidewalk Planting Strip,Single-family Residential-attached,Herbaceous,Alive,Present,0 (none),27.48,7.7,54,(1) 0-1%,1 (0-1%),1 (0-1%),5 (all sides in sun),1 (healthy),None,None,None,Trace,Trace,None,None,Moderate,None,Trace,Moderate,Healed,NA,NA,Mower (near ground),NA,Absent,Absent,None,Absent,ok,None,None,None,None,0.741,0.069,0.19,47.46777,32.45,28.63,-3.82,0.02,39.858,7/18/2024 11:21,11.35916667,35.28779602050781,39.33267473,-76.60103554,35.2984809875488
150174,"3630 REXMERE ROAD, Baltimore, MD",NA,Tree Lawn,Cladrastis kentukea,yellowwood,1,1,3,NA,Good,2875,A,AB,35.31484585,focal,A2,>20,4,7/18/2024,MS ALP SM KM,Sidewalk Cutout,Single-family Residential-attached,Bare ground,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not yellowwood anymore- service berry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.35012435913086,39.33302899,-76.60229026,35.3451183864049
152029,"1010 E 36TH ST, Baltimore, MD",NA,Tree Lawn,Cladrastis kentukea,yellowwood,1,1.2,10,NA,Good,2875,A,AB,35.31484585,back-up,A2,>20,5,7/18/2024,MS ALP SM KM,Sidewalk Planting Strip,Single-family Residential-attached,Lawn,Alive,Absent,0 (none),18.46,6.4,48,(1) 0-1%,2 (2-25%),1 (0-1%),5 (all sides in sun),1 (healthy),None,None,None,Trace,Moderate,None,None,None,None,Trace,Substantive,Healed,NA,NA,Car (off ground),NA,Absent,Absent,None,Absent,ok,None,None,Trace,None,0.652,0.096,0.252,48.62207,32.2,29.43,-2.77,0.33,35.138,7/18/2024 12:43,12.71861111,35.365482330322266,39.33173935,-76.60234626,35.3650153023856
171484,"1211 E 36TH ST, Baltimore, MD",NA,Tree Lawn,Cladrastis kentukea,yellowwood,1,1.4,8,NA,Good,2875,A,AB,35.31484585,focal,A2,>20,5,7/18/2024,MS ALP SM KM,Sidewalk Planting Strip,Single-family Residential-detached,Lawn,Alive,Absent,0 (none),18.34,5.32,54,(1) 0-1%,2 (2-25%),1 (0-1%),5 (all sides in sun),1 (healthy),None,None,None,Moderate,Trace,None,None,None,None,Trace,Trace,Healed,NA,NA,Car (off ground),NA,Absent,Absent,None,Absent,ok,None,None,None,None,0.619,0.107,0.275,48.04395,32.47,27.99,-4.48,0.1,29.951,7/18/2024 11:11,11.19888889,34.7166862487793,39.33163296,-76.59823855,34.7040596008301
172002,"1319 WINDEMERE AVE, Baltimore, MD",NA,Tree Lawn,Cladrastis kentukea,yellowwood,1,1.7,8,NA,Good,2875,A,AB,35.31484585,focal,A2,>20,4,7/18/2024,MS ALP SM KM,Sidewalk Planting Strip,Single-family Residential-detached,Lawn,Alive,Absent,0 (none),17.71,6.14,20,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),None,None,None,None,None,None,None,None,Trace,Moderate,Trace,Improper (minor/branches),NA,NA,Car (off ground),dead mushroom on ground nearby,Absent,Absent,None,Absent,ok,None,None,None,None,0.631,0.099,0.27,49.44336,32.53,27.35,-5.18,0.2,39.36,7/18/2024 10:51,10.86583333,34.71048355102539,39.33008555,-76.59621713,34.7016100202288
146721,"1708 WINDEMERE AVE, Baltimore, MD",NA,Tree Lawn,Liquidambar styraciflua,"sweetgum, American",1,1.7,10,NA,Good,2875,A,AB,35.31484585,focal,A2,>20,4,7/18/2024,MS KM SM ALP,Sidewalk Cutout,Single-family Residential-detached,Bare ground,Alive,Absent,0 (none),26.3,5.8,54,(1) 0-1%,1 (0-1%),1 (0-1%),5 (all sides in sun),1 (healthy),None,Sticky or hardened clear/brown resin,None,Trace,Trace,None,None,None,None,None,Trace,Recent,NA,NA,None,NA,Absent,Absent,None,Absent,ok,None,None,Trace,Trace,0.714,0.055,0.231,53.25,30.99,25.23,-5.76,2.8,43.287,7/18/2024 10:11,10.18972222,35.50020980834961,39.33016936,-76.59102668,35.4623195103237
146652,"3400 HILLEN ROAD, Baltimore, MD",NA,Tree Lawn,Liquidambar styraciflua,"sweetgum, American",1,1.8,12,NA,Good,2875,A,AB,35.31484585,focal,A2,>20,4,7/18/2024,MS ALP SM KM,Sidewalk Planting Strip,Single-family Residential-detached,Lawn,Alive,Absent,0 (none),22.4,4.23,54,(1) 0-1%,1 (0-1%),1 (0-1%),5 (all sides in sun),1 (healthy),None,None,None,None,Moderate,None,None,None,None,Trace,None,Improper (minor/branches),NA,NA,Mower (near ground),NA,Absent,Absent,None,Absent,ok,None,None,Substantive,Moderate,0.629,0.112,0.259,54.71777,30.66,25.47,-5.19,3.88,37.583,7/18/2024 10:01,10.02611111,35.58536911010742,39.33016544,-76.58944088,35.5817925589425
146750,"1722 LAKESIDE AVE, Baltimore, MD",NA,Tree Lawn,Liquidambar styraciflua,"sweetgum, American",1,2,12,NA,Good,2875,A,AB,35.31484585,focal,A2,>20,4,7/18/2024,MS KM SM ALP,Sidewalk Planting Strip,Single-family Residential-detached,Lawn,Alive,Present,0 (none),24.54,5.55,54,(1) 0-1%,1 (0-1%),1 (0-1%),5 (all sides in sun),1 (healthy),None,None,None,None,None,None,None,None,None,Trace,Trace,Healed,NA,NA,None,hard to see leaves,Absent,Absent,None,Absent,ok,None,None,Moderate,Trace,0.777,0.045,0.178,52.93848,31.26,27.07,-4.19,3.95,39.838,7/18/2024 10:21,10.3625,35.739749908447266,39.32937318,-76.58987187,35.7661568777902
143799,"3500 HILLEN ROAD, Baltimore, MD",NA,Open/Unrestricted,Quercus alba,"oak, white",1,3.6,12,NA,Good,2875,A,AB,35.31484585,focal,A2,>20,>20,7/18/2024,KM ALP SM MS,Other Maintained Landscaped Area,Mixed Use,Lawn,Alive,Absent,0 (none),29.49,9.5,38,(1) 0-1%,2 (2-25%),1 (0-1%),5 (all sides in sun),1 (healthy),Pencil-width round (Cerambicid),None,None,None,Trace,None,Moderate,None,None,Trace,Substantive,None,NA,NA,None,trace lacebug,Absent,Absent,None,Absent,ok,None,None,None,Trace,0.647,0.093,0.26,59.39453,28.59,28.07,-0.52,0.11,41.579,7/18/2024 9:38,9.640555556,35.48503112792969,39.33105704,-76.58944874,35.4937057495117
143821,"3500 HILLEN ROAD, Baltimore, MD",NA,Open/Unrestricted,Quercus alba,"oak, white",1,2.7,12,NA,Good,2875,A,AB,35.31484585,focal,A2,>20,>20,7/18/2024,MS ALP SM KM,Other Maintained Landscaped Area,Mixed Use,Lawn,Alive,Absent,0 (none),23.57,8.13,51,(1) 0-1%,1 (0-1%),1 (0-1%),5 (all sides in sun),1 (healthy),Round in rows (sapsucker),None,None,None,Trace,None,Trace,Trace,Trace,Trace,Substantive,None,NA,NA,None,NA,Absent,Absent,None,Absent,ok,None,None,None,Trace,0.645,0.088,0.267,56.10449,29.7,26.57,-3.13,0.18,39.472,7/18/2024 9:47,9.793333333,35.51781463623047,39.33106262,-76.5897742,35.5131187438965
143858,"3500 HILLEN ROAD, Baltimore, MD",NA,Open/Unrestricted,Quercus alba,"oak, white",1,2.9,15,NA,Good,2875,A,AB,35.31484585,focal,A2,>20,>20,7/18/2024,MS KM SM ALP,Other Maintained Landscaped Area,Mixed Use,Lawn,Standing Dead,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.33555603027344,39.3310427,-76.59014601,35.3707259041922
155749,"347 E 33RD ST, Baltimore, MD",NA,Well/Pit,Betula nigra,"birch, river",3,4.2,20,NA,Good,2873,D,D,35.92048182,focal,D6,20,5,8/22/2024,MS SM KTB,Sidewalk Cutout,Mixed Use,Herbaceous,Alive,Absent,0 (none),30.4,6.69,54,(5) 2-5%,2 (2-25%),1 (0-1%),4,1 (healthy),None,Honeydew/sooty mold,None,None,None,None,None,None,Substantive,Trace,Substantive,Healed,NA,NA,Car (off ground),NA,Absent,Absent,None,Absent,ok,None,None,None,None,0.583,0.102,0.314,34.99902,30.6,30.65,0.05,0.07,37.89,8/22/2024 11:34,11.57111111,36.12062072753906,39.3281936,-76.61146138,36.0907082557678
154882,"3132 ABELL AVE, Baltimore, MD",NA,Well/Pit,Cladrastis kentukea,yellowwood,1,1.8,9,NA,Good,2873,D,D,35.92048182,focal,D6,7,3,8/22/2024,MS SM KTB,Sidewalk Cutout,Single-family Residential-attached,Properly mulched,Alive,Absent,0 (none),27.7,7,54,(5) 2-5%,2 (2-25%),1 (0-1%),4,2 (slightly unhealthy),None,None,None,None,None,None,None,None,Trace,Moderate,None,Healed,NA,NA,Car (off ground),NA,Absent,Absent,None,Absent,ok,None,None,None,Trace,0.371,0.516,0.114,36.20508,30.14,29.69,-0.45,0.12,24.426,8/22/2024 11:00,11.00083333,36.006378173828125,39.32671775,-76.612159020000007,36.0110271998814
154905,"3118 ABELL AVE, Baltimore, MD",NA,Well/Pit,Cladrastis kentukea,yellowwood,1,2,11,DBH at 3,Good,2873,D,D,35.92048182,focal,D6,5,4,8/22/2024,MS SM KTB,Sidewalk Cutout,Single-family Residential-attached,Bare ground,Alive,Absent,1 (<40%),31,8.78,36,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),None,None,None,None,None,None,None,None,Trace,Trace,Trace,Healed,NA,NA,Car (off ground),"weed cloth, recent major vehicle damage",Absent,Absent,None,Absent,ok,None,None,None,None,0.61,0.121,0.269,34.28027,30.55,25.47,-5.08,0.11,37.816,8/22/2024 11:08,11.14305556,36.01789855957031,39.32645299,-76.6121419,36.0360254560198
154911,"3114 ABELL AVE, Baltimore, MD",NA,Well/Pit,Cladrastis kentukea,yellowwood,1,1.8,11,DBH at 3,Good,2873,D,D,35.92048182,focal,D6,15,4,8/22/2024,MS SM KTB,Sidewalk Cutout,Single-family Residential-attached,Properly mulched,Alive,Absent,0 (none),27,7.99,36,(5) 2-5%,2 (2-25%),1 (0-1%),4,2 (slightly unhealthy),None,None,None,None,None,None,None,None,Trace,Trace,Moderate,Recent,NA,NA,Car (off ground),recent major vehicle damage,Absent,Absent,None,Absent,ok,None,None,None,None,0.612,0.114,0.274,33.74316,30.42,26.15,-4.27,0.08,31.625,8/22/2024 11:17,11.28333333,36.05226516723633,39.3264039,-76.61213691,36.0601482391357
25663,"2920 CRESMONT AVE, Baltimore, MD",NA,Open/Unrestricted,Cornus florida,"dogwood, flowering",1,2,15,DBH Estimated,Good,2873,D,D,35.92048182,back-up,D6,>20,>20,8/22/2024,MS SM KTB,Sidewalk Cutout,Single-family Residential-attached,Properly mulched,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,now river birch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.34423065185547,39.32356418,-76.62172097,35.3871906825474
25703,"3034 REMINGTON AVE, Baltimore, MD",NA,Well/Pit,Cornus florida,"dogwood, flowering",1,2.3,15,NA,Good,2873,D,D,35.92048182,focal,D6,5,5,8/22/2024,MS SM KTB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kornus spp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.16556167602539,39.32376674,-76.62354572,35.1727714538574
25665,"2904 CRESMONT AVE, Baltimore, MD",NA,Well/Pit,Nyssa sylvatica,blackgum,1,1.5,15,NA,Good,2873,D,D,35.92048182,focal,D6,8,4,8/22/2024,MS SM KTB,Sidewalk Cutout,Single-family Residential-attached,Herbaceous,Alive,Absent,0 (none),27.4,6.1,54,(1) 0-1%,2 (2-25%),1 (0-1%),3,1 (healthy),None,None,None,None,Trace,None,None,None,None,Moderate,None,Healed,NA,NA,None,bird nest,Absent,Absent,None,Absent,ok,None,Trace,Trace,Trace,0.583,0.153,0.264,36.69141,29.63,23.39,-6.24,0.03,44.376,8/22/2024 10:40,10.67416667,35.61066436767578,39.32314534,-76.62134259,35.6509579249791
25936,"299 W 31ST ST, Baltimore, MD",NA,Tree Lawn,Nyssa sylvatica,blackgum,1,1,7,NA,Good,2873,D,D,35.92048182,back-up,D6,>20,7,8/22/2024,MS SM KTB,Front Yard,Single-family Residential-attached,Lawn,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,replaced,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.0417366027832,39.32403476,-76.62347026,35.0551588875907
27758,"2810 HUNTINGDON AVE, Baltimore, MD",NA,Well/Pit,Nyssa sylvatica,blackgum,1,4.3,12,NA,Good,2873,D,D,35.92048182,focal,D6,5,4,8/11/2024,MS SM KTB,Sidewalk Cutout,Single-family Residential-attached,Properly mulched,Alive,Absent,0 (none),19.6,8.31,54,(5) 2-5%,2 (2-25%),1 (0-1%),5 (all sides in sun),1 (healthy),None,None,None,None,Moderate,None,None,None,None,Trace,Moderate,Improper (minor/branches),NA,NA,Car (off ground),"fake plants around base, lights wrapped around tree, bird nests",Absent,Absent,None,Absent,ok,None,None,None,Trace,0.212,0.704,0.084,39.48535,28.08,28.89,0.81,0.06,23.947,8/22/2024 9:36,9.609166667,36.30455017089844,39.32085737,-76.62299804,36.3079485212054
155086,"3103 ABELL AVE, Baltimore, MD",NA,Well/Pit,Nyssa sylvatica,blackgum,1,2.1,8,DBH at 1,Good,2873,D,D,35.92048182,back-up,D6,6,3,8/22/2024,MS SM KTB,Sidewalk Cutout,Single-family Residential-attached,Herbaceous,Alive,Absent,1 (<40%),15.7,4.09,54,(1) 0-1%,1 (0-1%),1 (0-1%),4,1 (healthy),None,None,None,None,None,None,None,Trace,None,Moderate,None,Healed,NA,NA,None,small bikes and hanging pots,Absent,Absent,None,Absent,ok,None,None,None,Trace,0.522,0.332,0.147,33.86035,30.22,28.03,-2.19,3.87,30.582,8/22/2024 11:22,11.37444444,36.139408111572266,39.32614411,-76.61196008,36.1416658673968
25860,"500 W 27TH ST, Baltimore, MD",NA,Tree Lawn,Quercus alba,"oak, white",1,2.2,15,NA,Good,2873,D,D,35.92048182,focal,D6,15,6,8/22/2024,MS SM KTB,Sidewalk Planting Strip,Multi-family Residential,Herbaceous,Alive,Absent,0 (none),30.4,9.29,54,(1) 0-1%,2 (2-25%),2 (2-25%),4,1 (healthy),None,None,None,None,None,None,None,Moderate,None,Substantive,Trace,Healed,NA,NA,None,NA,Absent,Absent,None,Absent,ok,None,Trace,None,Moderate,0.484,0.271,0.245,44.55469,26.48,26.15,-0.33,0.05,49.315,8/22/2024 9:24,9.409722222,36.32501983642578,39.31940775,-76.62348381,36.3258392333984
25929,"500 W 27TH ST, Baltimore, MD",NA,Tree Lawn,Quercus palustris,"oak, pin",1,2.8,16,NA,Good,2873,D,D,35.92048182,focal,D6,17,6,8/22/2024,MS SM KTB,Sidewalk Planting Strip,Single-family Residential-attached,Bare ground,Alive,Absent,0 (none),34,10.39,54,(1) 0-1%,1 (0-1%),1 (0-1%),3,1 (healthy),None,None,None,None,Moderate,None,None,Trace,None,Substantive,Trace,Healed,NA,NA,Car (off ground),NA,Absent,Absent,None,Absent,ok,Building,None,None,Moderate,0.454,0.309,0.238,47.52734,24.91,21.67,-3.24,0.06,39.156,8/22/2024 9:16,9.278611111,36.301124572753906,39.31929007,-76.62338588,36.3108803885324
25952,"2701 HAMPDEN AVE, Baltimore, MD",NA,Tree Lawn,Quercus palustris,"oak, pin",1,3,15,NA,Good,2873,D,D,35.92048182,focal,D6,17,6,8/22/2024,MS SM KTB,Sidewalk Planting Strip,Single-family Residential-attached,Herbaceous,Alive,Absent,0 (none),35.4,10.7,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,2 (slightly unhealthy),None,None,None,None,Trace,None,None,None,None,Trace,Trace,Improper (minor/branches),NA,NA,Car (off ground),lights in tree,Absent,Absent,None,Absent,ok,None,None,None,Trace,0.309,0.522,0.168,46.96094,23.35,21.85,-1.5,0.07,21.864,8/22/2024 9:09,9.151666667,36.29524230957031,39.31934597,-76.62327417,36.308696269989
83356,"827 MONTPELIER ST, Baltimore, MD",NA,Open/Unrestricted,Quercus palustris,"oak, pin",1,2.9,10,NA,Good,2873,D,D,35.92048182,focal,D6,>20,>20,8/22/2024,MS SM KTB,Maintained Park,Maintained Park,Other,Alive,Absent,0 (none),26.5,4.8,54,(1) 0-1%,1 (0-1%),2 (2-25%),1,1 (healthy),None,Honeydew/sooty mold,None,None,Moderate,None,None,Trace,Trace,Moderate,None,Healed,NA,NA,None,leaf litter ground layer,Absent,Absent,None,Absent,ok,None,Trace,None,Moderate,0.575,0.151,0.274,29.14844,33.01,25.09,-7.92,0.08,37.678,8/22/2024 15:23,15.39361111,34.80332565307617,39.32494085,-76.60604981,34.7876081466675
25374,"2920 CRESMONT AVE, Baltimore, MD",NA,Tree Lawn,Liquidambar styraciflua,"sweetgum, American",1,3.7,30,NA,Good,2873,D,D,35.92048182,focal,D6,>20,3,8/22/2024,MS SM KTB,Sidewalk Planting Strip,Single-family Residential-attached,Herbaceous,Alive,Absent,0 (none),38.4,7.09,54,(1) 0-1%,1 (0-1%),1 (0-1%),3,1 (healthy),None,None,None,None,None,None,None,None,None,Trace,Trace,Healed,NA,NA,None,NA,Absent,Absent,None,Absent,ok,None,None,None,None,0.755,0.071,0.174,36.4375,29.75,21.11,-8.64,0.87,40.704,8/22/2024 10:34,10.56888889,35.34423065185547,39.323529980000004,-76.62163778,35.3785084315709
181086,"831 GLEN ALLEN DR, Baltimore, MD",NA,Tree Lawn,Cladrastis kentukea,yellowwood,1,3.8,17,NA,Good,2903,A,AB,33.71103009,focal,A5,>20,4,7/25/2024,KM ALP MS,Sidewalk Planting Strip,Single-family Residential-detached,Herbaceous,Alive,Absent,0 (none),23.65,9.95,44,(1) 0-1%,1 (0-1%),1 (0-1%),3,1 (healthy),None,None,None,None,None,None,None,None,None,Trace,Trace,Healed,NA,NA,Car (off ground),hard to see leaves. dusty top of leaves?,Absent,Absent,None,Absent,ok,None,None,Trace,Trace,0.627,0.09,0.283,46.22852,32.43,29.97,-2.46,0.02,33.718,7/25/2024 12:44,12.73666667,32.50011444091797,39.29874248,-76.69878817,32.4864150153266
181703,"606 WINANS WAY, Baltimore, MD",NA,Tree Lawn,Cladrastis kentukea,yellowwood,1,3.7,12,NA,Good,2903,A,AB,33.71103009,focal,A5,>20,10,7/25/2024,KM ALP MS,Sidewalk Planting Strip,Single-family Residential-detached,Lawn,Stump,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.21963119506836,39.29428033,-76.69867713,34.2174442836217
182300,"4704 EDMONDSON AVE, Baltimore, MD",NA,Tree Lawn,Cladrastis kentukea,yellowwood,3,2,8,NA,Good,2903,A,AB,33.71103009,focal,A5,>20,>20,7/25/2024,KM ALP MS,Sidewalk Planting Strip,Mixed Use,Lawn,Alive,Absent,0 (none),13.87,4.18,54,(1) 0-1%,2 (2-25%),1 (0-1%),3,1 (healthy),None,None,Trace,Moderate,Substantive,None,None,None,Trace,Trace,Moderate,None,NA,NA,Mower (near ground),NA,Absent,Absent,None,Absent,2nd tree from Winans way. 2 trunks dbh on largest.,None,None,None,None,0.567,0.193,0.239,42.67773,35.33,35.55,0.22,0.15,32.333,7/25/2024 13:37,13.63305556,33.96788024902344,39.29303869,-76.69867744,33.9509331839425
180045,"413 N CHAPELGATE LANE, Baltimore, MD",NA,Tree Lawn,Cornus florida,"dogwood, flowering",1,3,10,DBH at 1,Good,2903,A,AB,33.71103009,focal,A5,>20,5,7/25/2024,KM ALP MS,Sidewalk Planting Strip,Single-family Residential-detached,Properly mulched,Alive,Absent,0 (none),11.5,5.45,12,(5) 2-5%,2 (2-25%),1 (0-1%),5 (all sides in sun),2 (slightly unhealthy),None,None,None,None,None,None,None,None,None,Moderate,None,Improper (minor/branches),NA,NA,Car (off ground),weed cloth andplastic collar round base,Absent,Absent,None,Present,ok,None,None,Trace,None,0.367,0.484,0.149,42.0498,35.5,36.95,1.45,0.02,34.437,7/25/2024 13:52,13.8675,33.91904067993164,39.28780091,-76.70105154,33.9004358564104
180896,"709 GLEN ALLEN DR, Baltimore, MD",NA,Tree Lawn,Cornus florida,"dogwood, flowering",1,3,15,NA,Good,2903,A,AB,33.71103009,focal,A5,15,5,7/25/2024,KM ALP MS,Sidewalk Planting Strip,Single-family Residential-detached,Herbaceous,Alive,Absent,0 (none),17.89,4.8,54,(1) 0-1%,3 (26-50%),1 (0-1%),2,2 (slightly unhealthy),None,None,None,Trace,None,None,None,None,None,Trace,Trace,Healed,NA,NA,None,NA,Absent,Absent,None,Absent,ok,None,None,Trace,None,0.447,0.406,0.147,45.39844,34.41,32.55,-1.86,0.14,34.618,7/25/2024 13:11,13.19638889,33.88151168823242,39.29641631,-76.69682657,33.8506840297154
178988,"401 KENSINGTON ROAD, Baltimore, MD",NA,Tree Lawn,Cornus florida,"dogwood, flowering",1,4.6,15,DBH at 2,Good,2903,A,AB,33.71103009,focal,A5,>20,10,7/25/2024,KM ALP MS,Sidewalk Planting Strip,Single-family Residential-detached,Lawn,Alive,Present,0 (none),14.68,5.46,24,(5) 2-5%,2 (2-25%),1 (0-1%),2,2 (slightly unhealthy),Other (take picture/add notes),None,Trace,Trace,None,None,None,None,None,Trace,None,Healed,NA,NA,Mower (near ground),"removed English ivy from trunk, Roly poly in trunk. multiple size exit holes",Absent,Absent,None,Absent,ok,None,None,Moderate,Trace,0.532,0.301,0.167,40.74414,35.95,35.55,-0.4,0.02,27.804,7/25/2024 14:04,14.07444444,33.26993179321289,39.28626955,-76.70226882,33.2299581255232
181523,"722 DRYDEN DR, Baltimore, MD",NA,Tree Lawn,Nyssa sylvatica,blackgum,1,4.6,17,NA,Good,2903,A,AB,33.71103009,focal,A5,>20,7,7/25/2024,KM ALP MS,Sidewalk Planting Strip,Single-family Residential-detached,Herbaceous,Alive,Absent,0 (none),21.9,8.73,54,(1) 0-1%,1 (0-1%),1 (0-1%),5 (all sides in sun),1 (healthy),Round in rows (sapsucker),None,None,None,Trace,None,None,Trace,None,Trace,Trace,Improper (minor/branches),NA,NA,Car (off ground),"nest in tree, staples in trunk",Absent,Absent,None,Present,ok,None,None,Trace,Trace,0.567,0.118,0.315,45.69531,34.16,35.13,0.97,0.05,34.655,7/25/2024 13:03,13.05833333,34.067928314208984,39.29728281,-76.69809578,34.0558261871338
181601,"618 WINANS WAY, Baltimore, MD",NA,Tree Lawn,Nyssa sylvatica,blackgum,1,4.3,10,NA,Good,2903,A,AB,33.71103009,focal,A5,>20,7,7/25/2024,KM ALP MS,Sidewalk Planting Strip,Single-family Residential-detached,Herbaceous,Alive,Present,0 (none),13.1,7.21,54,(1) 0-1%,1 (0-1%),1 (0-1%),5 (all sides in sun),1 (healthy),None,None,None,None,Trace,None,None,Moderate,Trace,Trace,Moderate,Healed,NA,NA,Car (off ground),trace pentatomid,Absent,Absent,None,Absent,ok,None,None,None,None,0.594,0.15,0.256,43.43848,35.03,36.17,1.14,0.02,33.421,7/25/2024 13:23,13.39916667,34.08974075317383,39.29499694,-76.699551,34.12850634257
