Burghardt_ID,street_address,space_type,SPP,common,MULTI_STEM,DBH_2018,Ht_2018,Notes_2018,Condition,area_id,grade,grade_group,mean_temp_C,Status,HOLC_neigh,SPACELENGTH,SPACEWIDTH,long,lat,survey_date,Observer(s),Site Type,Land Use,Groundcover,Mortality Status,Species ID Notes,Basal Sprouts,Root Girdling,Overhead Conflicts,Tree Height (ft),Trunk Diameter (in),Height of Diameter (in),Fine Twig Dieback,Leaf Discoloration,Leaf Defoliation,Crown Light Exposure,Crown Vigor,Exit Holes,Exudation/Growths,Galleries,Bark Fissures/cankers,Scale,Aphids,Flatids,Whitefly,Twig/branch Galls,Leaf Galls,SLF,Caterpillars,Natural Enemies,Ants,Pruning,Vehicle Damage,dog_poop,trash,spider_mite,foreign_embedded,survey_notes,Phi2,PhiNPQ,PhiNO,Ambient Humidity,Ambient Temperature,Leaf Temperature,Leaf Temperature Differential,leaf_thickness,SPAD,photosynq_date,Time of Day
43374,"2029 ORLEANS ST, Baltimore, MD",Well/Pit,Acer saccharum,"maple, sugar",1,2.2,10,NA,Good,2868,D,D,36.0499009737892,Backup,D1,7,4,-76.5883459308901,39.295319125236901,45840,MS KM SM,Sidewalk Cutout,Single-family Residential-attached,Herbaceous,Unknown,empty pit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43673,"237 N CHESTER ST, Baltimore, MD",Well/Pit,Acer saccharum,"maple, sugar",1,2,10,NA,Good,2868,D,D,36.0499009737892,Focal,D1,9,4,-76.587467801044099,39.295352896101001,45826,MS KM SM,Sidewalk Cutout,Mixed Use,Properly mulched,Alive,ok,Absent,0 (none),None,17.3,3.55,54,(5) 2-5%,2 (2-25%),1 (0-1%),5 (all sides in sun),1 (healthy),None,None,None,Trace,None,Trace,None,None,None,None,None,None,Trace,Trace,None,Car (off ground),Present,Present,None,Absent,NA,0.716,0.108,0.177,50.64355,35.3,35.59,0.29,0.02,37.855,6/18/2025 13:52,13.88277778
111848,"901 N CAROLINE ST, Baltimore, MD",Well/Pit,Acer saccharum,"maple, sugar",1,2.8,15,NA,Good,2868,D,D,36.0499009737892,Focal,D1,4,4,-76.596473900991597,39.3012679178334,45826,MS KM SM,Sidewalk Cutout,Mixed Use,Properly mulched,Standing Dead,marshall cultivar,Absent,0 (none),None,17,3.39,54,(5) 2-5%,1 (0-1%),1 (0-1%),4,2 (slightly unhealthy),None,None,None,Trace,None,Trace,None,None,None,None,None,None,None,Trace,Healed,Car (off ground),Absent,Present,None,Absent,NA,0.646,0.151,0.203,54.15234,33.59,34.21,0.62,0.16,34.502,6/18/2025 11:50,11.84666667
43490,"2123 ORLEANS ST, Baltimore, MD",Well/Pit,Carpinus caroliniana,"hornbeam, American",1,1.5,10,remove hardware,Good,2868,D,D,36.0499009737892,Focal,D1,8,4,-76.586653511912502,39.295383061303902,45824,MS KM SM,Sidewalk Cutout,Single-family Residential-attached,NA,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40290,"101 S ANN ST, Baltimore, MD",Well/Pit,Carpinus caroliniana,"hornbeam, American",1,3.2,10,DBH at 3,Good,2868,D,D,36.0499009737892,Focal,D1,7,4,-76.591614202181205,39.290183236555897,45824,MS KM SM,Sidewalk Cutout,Single-family Residential-attached,Herbaceous,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,died and was removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133955,"2204 E MONUMENT ST, Baltimore, MD",Well/Pit,Carpinus caroliniana,"hornbeam, American",1,2.4,12,NA,Good,2868,D,D,36.0499009737892,Focal,D1,8,4,-76.586287161481096,39.298748984813102,45826,MS KM SM,Sidewalk Cutout,Commercial,Properly mulched,Alive,23% caroliniana (highest) columnar,Absent,1 (<40%),None,25.3,6.74,45,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),None,Honeydew/sooty mold,None,None,None,None,None,Trace,None,None,None,None,Trace,None,None,None,Absent,Present,None,Absent,"epicormic shoots, barklice, miridae",0.682,0.143,0.175,50.02734,36.48,37.45,0.97,0.02,37.557,6/18/2025 13:33,13.56611111
69034,"2134 E BALTIMORE ST, Baltimore, MD",Well/Pit,Carpinus caroliniana,"hornbeam, American",1,1.2,8,NA,Good,2868,D,D,36.0499009737892,Backup,D1,7,5,-76.586117634922303,39.2919101888386,45840,MS KM SM,Sidewalk Cutout,Single-family Residential-attached,Improperly mulched,Alive,ok,Absent,0 (none),Wires,9,1.79,54,(5) 2-5%,1 (0-1%),1 (0-1%),3,1 (healthy),None,None,None,None,Trace,None,None,Moderate,None,None,None,None,Trace,Trace,Improper (minor/branches),Car (off ground),Absent,Absent,None,Absent,leafcutter bees,0.515,0.205,0.28,50.52246,32.21,31.85,-0.36,0.02,45.24,7/2/2025 14:18,14.30805556
38439,"403 S BROADWAY, Baltimore, MD",Well/Pit,Celtis occidentalis,NA,0,1.4,10,2018 Spring Lorenz,Good,2868,D,D,36.0499009737892,Focal,D1,9,7,-76.593363431607202,39.286471335302302,45824,MS KM SM,Sidewalk Cutout,Commercial,Bare ground,Alive,ok,Absent,0 (none),None,18.4,3.12,54,(1) 0-1%,1 (0-1%),2 (2-25%),4,1 (healthy),None,Honeydew/sooty mold,None,None,Trace,None,Moderate,Trace,None,None,None,Trace,Trace,Trace,Improper (minor/branches),None,Absent,Present,None,Absent,"removed twine, trace psychodia",0.629,0.185,0.187,59.4209,26.31,25.43,-0.88,0.02,27.447,6/16/2025 11:45,11.76111111
32804,"831 SHOWELL CT, Baltimore, MD",Well/Pit,Celtis laevigata,sugarberry,1,2.6,15,NA,Good,2868,D,D,36.0499009737892,Backup,D1,10,4,-76.605324771786997,39.303939027059698,45833,MS KM SM,Sidewalk Cutout,Mixed Use,Root-filled,Alive,sugarberry,Absent,0 (none),None,12.6,3.91,39,(1) 0-1%,1 (0-1%),1 (0-1%),5 (all sides in sun),1 (healthy),None,None,None,None,Trace,None,None,Trace,None,Trace,None,None,Trace,None,Improper (minor/branches),Mower (near ground),Absent,Present,None,Absent,egg sac mystery trace,0.596,0.114,0.29,45.11621,37.75,38.81,1.06,0.02,5.866,6/25/2025 13:49,13.82138889
32293,"1501 GREENMOUNT AVE, Baltimore, MD",Tree Lawn,Celtis laevigata,sugarberry,1,1.4,10,remove hardware,Good,2868,D,D,36.0499009737892,Focal,D1,>20,6,-76.605833368769098,39.306035350832502,45826,MS KM SM,Sidewalk Planting Strip,Cemetery,Lawn,Alive,sugarberry,Absent,0 (none),Other,26.5,9.64,54,(5) 2-5%,1 (0-1%),1 (0-1%),5 (all sides in sun),1 (healthy),None,None,None,None,None,None,None,Trace,None,Trace,Trace,Trace,Trace,Trace,Healed,Car (off ground),Absent,Absent,None,Absent,metal wire fence obstruction,0.628,0.123,0.249,56.625,33.27,34.13,0.86,0.02,24.895,6/18/2025 11:34,11.58194444
114829,"1512 E OLIVER ST, Baltimore, MD",Well/Pit,Celtis laevigata,sugarberry,1,2.1,15,NA,Good,2868,D,D,36.0499009737892,Focal,D1,12,4,-76.597315930045198,39.307438787544697,45826,MS KM SM,Sidewalk Cutout,Single-family Residential-attached,Properly mulched,Alive,sugarberry,Absent,0 (none),None,29.2,11.26,54,(1) 0-1%,2 (2-25%),1 (0-1%),5 (all sides in sun),1 (healthy),None,None,None,None,None,None,None,Trace,None,Trace,Trace,Trace,Trace,Moderate,Improper (minor/branches),Car (off ground),Absent,Present,None,Absent,"weed cloth, trace cerymbicidae",0.655,0.108,0.237,62.25391,31.96,32.63,0.67,0.02,30.441,6/18/2025 10:36,10.61277778
114997,"1400 E FEDERAL ST, Baltimore, MD",Tree Lawn,Celtis laevigata,sugarberry,1,1.9,14,NA,Good,2868,D,D,36.0499009737892,Backup,D1,>20,5,-76.599415984482604,39.308422187718897,45833,MS KM SM,Sidewalk Planting Strip,Mixed Use,Lawn,Alive,sugarberry,Absent,0 (none),None,30.1,9.11,54,(5) 2-5%,2 (2-25%),1 (0-1%),5 (all sides in sun),1 (healthy),None,None,None,Trace,None,None,None,Trace,None,None,Trace,None,None,Moderate,Improper (minor/branches),Car (off ground),Present,Present,None,Absent,"knife slashes, old weed cloth?, trash bag in canopy, broken root?",0.666,0.113,0.221,45.70508,36.38,37.69,1.31,0.02,6.223,6/25/2025 13:23,13.39666667
134351,"2101 E MONUMENT ST, Baltimore, MD",Well/Pit,Cercis canadensis,"redbud, eastern",1,2,8,NA,Good,2868,D,D,36.0499009737892,Focal,D1,8,4,-76.587377142222095,39.298609043152602,45826,MS KM SM,Sidewalk Cutout,Commercial,Bare ground,Stump,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114848,"1407 E FEDERAL ST, Baltimore, MD",Well/Pit,Cercis canadensis,"redbud, eastern",1,1.5,7,NA,Good,2868,D,D,36.0499009737892,Backup,D1,12,5,-76.5994654218985,39.308293884130798,45833,MS KM SM,Sidewalk Cutout,Mixed Use,Bare ground,Alive,ok,Absent,0 (none),Building,15.5,6.61,54,(1) 0-1%,2 (2-25%),2 (2-25%),3,1 (healthy),None,None,None,Moderate,Trace,None,None,None,None,None,Trace,None,Trace,Trace,Healed,Car (off ground),Absent,Present,None,Absent,"painted roots, trace cicadellid",0.661,0.113,0.226,41.51562,35.61,34.21,-1.4,0.03,45.469,6/25/2025 13:15,13.25472222
113471,"1517 N BOND ST, Baltimore, MD",Well/Pit,Cercis canadensis,"redbud, eastern",1,2,8,NA,Good,2868,D,D,36.0499009737892,Focal,D1,12,4,-76.596716236637505,39.3078418469198,45826,MS KM SM,Sidewalk Cutout,Single-family Residential-attached,Properly mulched,Alive,red cultivar,Absent,0 (none),Building,19.8,6.97,54,(1) 0-1%,2 (2-25%),1 (0-1%),3,1 (healthy),None,None,None,Trace,None,None,None,None,None,None,Trace,Trace,Trace,Trace,Improper (minor/branches),Car (off ground),Absent,Absent,None,Present,cicadellid trace,0.574,0.115,0.312,61.26855,32.67,29.43,-3.24,0.1,39.297,6/18/2025 10:57,10.95194444
44469,"133 N CHESTER ST, Baltimore, MD",Well/Pit,Cercis canadensis,"redbud, eastern",1,2.6,10,NA,Good,2868,D,D,36.0499009737892,Focal,D1,9,4,-76.587336425658407,39.294142425643997,45824,MS KM SM,Sidewalk Cutout,Single-family Residential-attached,Bare ground,Alive,ok,Absent,0 (none),Building,15.7,7.62,50,(5) 2-5%,2 (2-25%),2 (2-25%),4,2 (slightly unhealthy),None,None,None,None,Trace,Trace,None,None,None,None,Trace,None,Trace,None,Improper (minor/branches),Car (off ground),Absent,Present,None,Absent,"weed cloth, trace cicadellid",0.687,0.124,0.189,63.81348,27.4,20.61,-6.79,0.07,46.27,6/16/2025 13:45,13.76055556
115109,"1812 ASHLAND AVE, Baltimore, MD",Well/Pit,Gleditsia triacanthos,"honeylocust, thornless",1,3.1,18,NA,Good,2868,D,D,36.0499009737892,Focal,D1,9,5,-76.592045538486502,39.300654410531202,45826,MS KM SM,Sidewalk Cutout,Commercial,Other,Alive,ok,Absent,0 (none),Other,22.3,5.78,54,(5) 2-5%,1 (0-1%),1 (0-1%),4,1 (healthy),None,None,None,None,Trace,None,None,Trace,None,None,Trace,Trace,Trace,Trace,Improper (minor/branches),Car (off ground),NA,Absent,None,Absent,"pebble filled pit, lamppost overhead, hard to see leaves, plant bug nymphs, trace cicadellid, trashbag in canopy",0.632,0.085,0.283,53.09375,35.35,33.81,-1.54,0.02,5.14,6/18/2025 12:13,12.22416667
71753,"1401 E PRATT ST, Baltimore, MD",Well/Pit,Gleditsia triacanthos,"honeylocust, thornless",1,3,15,NA,Good,2868,D,D,36.0499009737892,Focal,D1,8,5,-76.597018549341996,39.287861818975301,45824,MS KM SM,Sidewalk Cutout,Multi-family Residential,NA,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new construction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43457,"408 N WASHINGTON ST, Baltimore, MD",Well/Pit,Gleditsia triacanthos,"honeylocust, thornless",1,2,15,remove hardware,Good,2868,D,D,36.0499009737892,Focal,D1,5,5,-76.589511409727194,39.2958174932688,45826,MS KM SM,Sidewalk Cutout,Single-family Residential-attached,Bare ground,Alive,ok,Absent,0 (none),Other,15.9,3.67,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),None,None,None,None,Moderate,None,None,None,None,None,None,None,None,Trace,Improper (minor/branches),Car (off ground),Present,Absent,None,Absent,"epicormic shoots , overhead lamppost",0.721,0.084,0.195,52.13867,35.16,30.01,-5.15,0.02,8.631,6/18/2025 14:01,14.02722222
115078,"1812 ASHLAND AVE, Baltimore, MD",Well/Pit,Gleditsia triacanthos,"honeylocust, thornless",1,2.8,18,NA,Good,2868,D,D,36.0499009737892,Backup,D1,9,5,-76.591773579559302,39.300667754676098,45833,MS KM SM,Sidewalk Cutout,Commercial,Other,Alive,ok,Absent,0 (none),None,22.4,4.55,54,(10) 6-10%,1 (0-1%),1 (0-1%),4,2 (slightly unhealthy),None,None,None,Trace,Substantive,None,None,None,None,None,None,None,None,Trace,Improper (minor/branches),Car (off ground),Absent,Absent,None,Present,"rock filled pit, hard to see leaves",0.651,0.104,0.246,42.31934,38.2,38.81,0.61,0.02,42.96,6/25/2025 14:08,14.13388889
41103,"1901 E PRATT ST, Baltimore, MD",Well/Pit,Magnolia grandiflora,"magnolia, southern",1,1.1,4,DBH at 1,Good,2868,D,D,36.0499009737892,Focal,D1,8,5,-76.590239320011094,39.289275204269899,45824,MS KM SM,Sidewalk Cutout,Single-family Residential-attached,Herbaceous,Alive,"ok, no fuzz under leaves",Absent,0 (none),None,17.9,3.4,54,(1) 0-1%,2 (2-25%),1 (0-1%),2,1 (healthy),None,None,None,Trace,None,None,None,None,None,None,Trace,None,Trace,None,Improper (minor/branches),None,Absent,Absent,Trace,Absent,"3 sided low fence, trace cicadellid",0.638,0.136,0.226,62.41699,27.34,22.91,-4.43,0.45,42.626,6/16/2025 12:38,12.63972222
41146,"1901 E PRATT ST, Baltimore, MD",Well/Pit,Magnolia grandiflora,"magnolia, southern",1,1,3,DBH at 1,Good,2868,D,D,36.0499009737892,Focal,D1,6,4,-76.590168492181704,39.289326343837402,45824,MS KM SM,Sidewalk Cutout,Single-family Residential-attached,NA,Alive,ok,Absent,0 (none),None,10.9,2.12,54,(5) 2-5%,2 (2-25%),1 (0-1%),4,2 (slightly unhealthy),None,None,None,Moderate,None,None,None,None,None,None,None,None,Trace,Trace,Improper (minor/branches),Car (off ground),Absent,Absent,None,Absent,"isopod on trunk, 3 sides low fence",0.621,0.091,0.287,59.31152,27.79,28.39,0.6,0.23,59.62,6/16/2025 12:28,12.47666667
68093,"506 S BROADWAY, Baltimore, MD",Well/Pit,Magnolia grandiflora,"magnolia, southern",1,1,3,remove hardware,Good,2868,D,D,36.0499009737892,Focal,D1,5,5,-76.593672697788605,39.285331928791202,45824,MS KM SM,Sidewalk Cutout,Commercial,Other,Alive,ok,Absent,0 (none),None,12.9,1.6,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,2 (slightly unhealthy),None,None,None,None,Trace,None,None,Trace,None,None,None,None,None,None,Healed,None,Absent,Absent,None,Absent,rock filled pit,0.635,0.119,0.246,56.90625,27.01,24.19,-2.82,1.9,53.769,6/16/2025 12:01,12.01861111
71743,"1601 E PRATT ST, Baltimore, MD",Well/Pit,Quercus bicolor,"oak, swamp white",1,1.5,8,NA,Good,2868,D,D,36.0499009737892,Focal,D1,8,5,-76.595480824883097,39.288473978891801,45824,MS KM SM,Sidewalk Cutout,Vacant lot,NA,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71551,"1601 E PRATT ST, Baltimore, MD",Well/Pit,Quercus bicolor,"oak, swamp white",1,1.3,8,NA,Good,2868,D,D,36.0499009737892,Backup,D1,8,5,-76.595480825456406,39.288529779263399,45840,MS KM SM,NA,NA,NA,Unknown,construction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114767,"1641 N CAROLINE ST, Baltimore, MD",Well/Pit,Quercus bicolor,"oak, swamp white",1,1.7,9,NA,Good,2868,D,D,36.0499009737892,Focal,D1,8,5,-76.598099717281499,39.309413543584299,45826,MS KM SM,Sidewalk Cutout,Single-family Residential-attached,Herbaceous,Alive,ok,Absent,0 (none),None,17.3,4.1500000000000004,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,2 (slightly unhealthy),None,None,None,None,None,Trace,None,None,None,Moderate,Trace,None,Trace,Trace,Healed,None,Absent,Present,None,Absent,"moderate lacebug, knife slash, trace cicadellid",0.573,0.134,0.293,67.39453,25.95,27.99,2.04,0.28,25.603,6/18/2025 9:57,9.950555556
114811,"1633 N CAROLINE ST, Baltimore, MD",Well/Pit,Quercus bicolor,"oak, swamp white",1,1.7,10,NA,Good,2868,D,D,36.0499009737892,Backup,D1,8,5,-76.598181082716295,39.309185628896998,45840,MS KM SM,Sidewalk Cutout,Single-family Residential-attached,Herbaceous,Alive,ok,Absent,0 (none),None,26.4,6.12,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),None,None,None,None,None,Trace,None,None,None,Moderate,None,None,Trace,Trace,Improper (minor/branches),None,Absent,Present,None,Absent,"moderate lacebug,  trace barklice",0.596,0.107,0.296,48.01367,32.71,29.75,-2.96,0.09,46.795,7/2/2025 15:30,15.515
133993,"1900 E MONUMENT ST, Baltimore, MD",Well/Pit,Quercus bicolor,"oak, swamp white",1,3,15,NA,Good,2868,D,D,36.0499009737892,Focal,D1,4,4,-76.590063199867899,39.298605038825201,45826,MS KM SM,Sidewalk Cutout,Commercial,Improperly mulched,Alive,ok,Absent,0 (none),None,18.6,3.85,54,(10) 6-10%,2 (2-25%),1 (0-1%),5 (all sides in sun),3 (moderately unhealthy),None,None,None,Moderate,None,None,None,None,None,None,None,Trace,Trace,Trace,Healed,None,Absent,Absent,None,Absent,"epicormic shoot, hard to see leaves",0.601,0.112,0.286,46.2168,38.03,32.67,-5.36,0.18,48.486,6/18/2025 13:17,13.29916667
124929,"801 N CHESTER ST, Baltimore, MD",Well/Pit,Quercus bicolor,"oak, swamp white",1,1.5,12,NA,Good,2868,D,D,36.0499009737892,Backup,D1,10,5,-76.587840789460998,39.299822664138297,45840,MS KM SM,NA,NA,NA,Removed,"construction, redone in concrete",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114770,"1510 N BOND ST, Baltimore, MD",Well/Pit,Quercus phellos,"oak, willow",1,2.2,10,NA,Good,2868,D,D,36.0499009737892,Focal,D1,10,3,-76.5968936534764,39.307702569149399,45826,MS KM SM,Sidewalk Cutout,Single-family Residential-attached,Bare ground,Alive,ok,Absent,1 (<40%),Building,37.6,8.85,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),None,None,None,None,None,None,None,None,None,None,Trace,None,Trace,Moderate,Healed,None,Present,Present,None,Present,"trace cicadellid, wire wrapped around tree, bark lice",0.557,0.24,0.204,61.7041,32.2,33.19,0.99,0.08,5.14,6/18/2025 10:48,10.81388889
70157,"729 E BALTIMORE ST, Baltimore, MD",Well/Pit,Quercus phellos,"oak, willow",1,2.6,10,NA,Good,2868,D,D,36.0499009737892,Focal,D1,5,5,-76.604794989891303,39.288531203031702,45824,MS KM SM,Sidewalk Cutout,Commercial,Grate,Alive,ok,Present,0 (none),None,12.4,3.1,54,(25) 21-25%,3 (26-50%),2 (2-25%),5 (all sides in sun),4 (severely unhealthy),D-shaped (Buprestid),Fungus growing on/out of wood (not nearby),Substantive,Moderate,Trace,None,None,None,None,None,None,None,None,Trace,Improper (minor/branches),None,Absent,Present,None,Absent,"isopods living in tree under bark, human branch breaking",0.567,0.231,0.202,65.3418,21.03,18.59,-2.44,0.22,11.568,6/16/2025 9:39,9.657777778
116664,"1521 E PRESTON ST, Baltimore, MD",Well/Pit,Quercus phellos,"oak, willow",1,2.7,12,NA,Good,2868,D,D,36.0499009737892,Focal,D1,8,4,-76.596990668431602,39.305199715783303,45826,MS KM SM,Sidewalk Cutout,Single-family Residential-attached,Properly mulched,Alive,ok,Absent,0 (none),Building,32.9,7,54,(1) 0-1%,2 (2-25%),1 (0-1%),3,1 (healthy),None,None,None,None,Trace,None,None,None,Trace,None,Trace,None,Trace,Trace,Improper (minor/branches),None,Absent,Present,None,Present,"wires in tree, weed cloth",0.463,0.2,0.336,59.02246,33.33,33.63,0.3,3.9,22.373,6/18/2025 11:20,11.34583333
36064,"1442 N EDEN ST, Baltimore, MD",Well/Pit,Quercus rubra,"oak, northern red",1,1.6,17,NA,Good,2868,D,D,36.0499009737892,Focal,D1,16,5,-76.6000124939969,39.3072122227668,45826,MS KM SM,Sidewalk Cutout,Mixed Use,Herbaceous,Alive,probably red?,Absent,0 (none),None,26.5,5.85,54,(1) 0-1%,1 (0-1%),1 (0-1%),4,1 (healthy),None,None,None,None,None,None,None,None,None,None,Trace,None,None,Trace,Healed,None,Absent,Present,None,Absent,NA,0.649,0.097,0.254,63.34082,30.49,30.69,0.2,0.05,34.072,6/18/2025 10:22,10.36805556
36202,"1406 N EDEN ST, Baltimore, MD",Well/Pit,Quercus rubra,"oak, northern red",1,1.7,12,NA,Good,2868,D,D,36.0499009737892,Backup,D1,12,5,-76.599742332145894,39.306465802700103,45833,MS KM SM,Sidewalk Cutout,Mixed Use,Properly mulched,Alive,ok,Absent,0 (none),Other,27.5,6.44,54,(1) 0-1%,1 (0-1%),1 (0-1%),4,1 (healthy),None,Honeydew/sooty mold,None,None,Substantive,Trace,None,None,None,None,Trace,None,Trace,Trace,Improper (minor/branches),Car (off ground),Absent,Present,None,Absent,"weed cloth, signpost overhead",0.677,0.108,0.215,43.37012,37.24,36.25,-0.99,0.33,43.785,6/25/2025 13:39,13.66277778
71549,"1601 E PRATT ST, Baltimore, MD",Well/Pit,Quercus rubra,"oak, northern red",1,1.5,12,NA,Good,2868,D,D,36.0499009737892,Focal,D1,9,6,-76.595456301553597,39.288123637840798,45824,MS KM SM,Sidewalk Cutout,Vacant lot,NA,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71652,"1501 E PRATT ST, Baltimore, MD",Well/Pit,Quercus rubra,"oak, northern red",1,3.5,12,NA,Good,2868,D,D,36.0499009737892,Focal,D1,8,4,-76.596242241785902,39.287572608476999,45824,MS KM SM,Sidewalk Cutout,Vacant lot,Herbaceous,Alive,ok,Absent,0 (none),None,20.9,6.19,54,(20) 16-20%,2 (2-25%),1 (0-1%),5 (all sides in sun),3 (moderately unhealthy),None,None,None,Trace,None,None,None,None,None,None,Trace,None,None,None,None,None,Absent,Present,None,Absent,"active construction nearby, photosync on lower canopy",0.569,0.204,0.227,59.37207,22.76,19.19,-3.57,0.21,9.9,6/16/2025 11:21,11.36583333
68730,"309 S CENTRAL AVE, Baltimore, MD",Well/Pit,Tilia americana,"linden, American",1,2.9,10,NA,Good,2868,D,D,36.0499009737892,Focal,D1,4,4,-76.599176389576201,39.287096646172103,45824,MS KM SM,Other Hardscape,Mixed Use,Other,Removed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,construction paved over,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115016,"1400 E FEDERAL ST, Baltimore, MD",Tree Lawn,Tilia americana,"linden, American",1,3.3,13,NA,Good,2868,D,D,36.0499009737892,Focal,D1,>20,5,-76.599314019913905,39.308430953926297,45826,MS KM SM,Sidewalk Planting Strip,Mixed Use,Lawn,Alive,ok,Absent,0 (none),None,22,6.4,54,(1) 0-1%,1 (0-1%),2 (2-25%),5 (all sides in sun),1 (healthy),None,None,None,None,None,Trace,None,Trace,None,Trace,None,None,Moderate,Trace,Healed,None,Present,Present,None,Absent,trace cicadellid,0.692,0.078,0.23,66.49707,28.93,27.43,-1.5,0.02,43.539,6/18/2025 10:08,10.13722222
147974,"8 E 39TH ST, Baltimore, MD",Tree Lawn,Acer saccharinum,"maple, silver",1,4.9,22,NA,Good,2877,A,AB,34.1545390900805,Focal,A1,>20,7,-76.616260635776896,39.3366140480952,45825,MS KM SM OA,Sidewalk Planting Strip,Single-family Residential-detached,Lawn,Alive,ok,Absent,0 (none),None,39.2,7,54,(1) 0-1%,2 (2-25%),1 (0-1%),4,1 (healthy),Round in rows (sapsucker),None,None,None,Trace,Trace,None,None,None,Trace,None,None,None,Trace,None,None,Absent,Absent,None,Absent,"trace red mites, many epicormic shoots",0.713,0.102,0.185,57.07031,30.22,28.75,-1.47,0.02,31.14,6/17/2025 14:33,14.55527778
148016,"12 HADLEY SQUARE NORTH, Baltimore, MD",Tree Lawn,Acer saccharinum,"maple, silver",1,2.3,15,DBH at 1,Good,2877,A,AB,34.1545390900805,Focal,A1,>20,7,-76.616278461803304,39.336860011194702,45825,MS KM SM OA,Sidewalk Planting Strip,Single-family Residential-detached,Lawn,Alive,ok,Absent,0 (none),Other,23.7,3.8,12,(10) 6-10%,2 (2-25%),1 (0-1%),3,3 (moderately unhealthy),Small round with sawdust tube (Ambrosia or bark beetles),None,Moderate,Moderate,Trace,Trace,None,Trace,None,None,None,None,Trace,None,Healed,None,Absent,Absent,None,Absent,"lampost overhead, trace cicadellid , cicada damage",0.636,0.13,0.234,57.02832,30.32,27.21,-3.11,0.02,29.056,6/17/2025 14:24,14.41055556
151541,"211 E HIGHFIELD ROAD, Baltimore, MD",Tree Lawn,Acer saccharinum,"maple, silver",2,4,20,NA,Good,2877,A,AB,34.1545390900805,Focal,A1,>20,8,-76.612039390724405,39.3406982950181,45833,MS KM SM,Sidewalk Planting Strip,Single-family Residential-detached,Herbaceous,Alive,ok,Absent,0 (none),None,41.6,9.0299999999999994,54,(1) 0-1%,1 (0-1%),1 (0-1%),4,2 (slightly unhealthy),Round in rows (sapsucker),None,None,None,Trace,None,None,Trace,None,None,None,None,Trace,Trace,None,Car (off ground),Absent,Absent,None,Absent,NA,0.683,0.12,0.198,45.77734,37.21,34.25,-2.96,0.29,38.642,6/25/2025 10:57,10.96166667
